Earthquake_Magnitude,Ocean_Depth,Proximity_to_Plate_Boundary,Seafloor_Displacement,Coastal_Population_Density,Wave_Energy,Distance_from_Epicenter,Tsunami
9.2410539325,102.0844597584,0.5325040664,2.0385517796,645.0741003911,146.8815622721,168.6032877829,1
7.7856839296,109.9695741132,0.2062521138,4.5267343587,906.1072998569,181.7265533596,253.9025319794,1
8.3385433223,22.3561253359,0.7927581136,1.6214131568,526.8295188793,324.2713179756,314.2132283073,1
8.8772632586,52.925409858,0.0099787767,7.5109929612,582.0909394128,434.4470812829,410.6941814503,1
9.1866523356,83.0623057973,0.3336283958,8.1240238233,506.1647017263,173.3768785614,427.4870097807,1
9.2651197535,80.6202682982,0.0756997273,4.4904348093,823.1838935163,460.7096114185,101.7363712488,1
7.6339472241,134.0555589073,0.389404939,5.8758486784,971.2592308457,126.6258911657,324.159003726,1
7.6482108451,68.8109607006,0.8038145452,4.9012500948,997.4641185127,323.6237139786,160.581076318,1
7.9402226518,65.5676694572,0.3725332738,1.6184230995,432.6167794841,285.6954078957,361.3688761194,1
8.8134589694,112.1395351798,0.0083636819,2.9590065962,695.5158595599,293.5957472719,2.6567378342,1
9.1089892849,120.4652445277,0.548419163,1.598169932,789.8635445793,333.4854350925,390.979988579,1
9.0034939848,124.3902693545,0.5180080664,2.2629206637,704.0417260417,348.1895140208,371.1265935995,1
7.8397620121,45.346775987,0.8904095172,7.7498001861,917.4056398303,403.4861284656,298.5776529952,1
8.8082654741,135.5866301122,0.5788067545,6.691521919,240.8290444032,289.5684880464,358.1985559791,1
8.0418853966,46.2930434682,0.3138268082,3.1735056519,293.4213733328,269.9403371472,453.9192569418,1
8.5141192935,44.429649506,0.0769716694,7.2654053062,444.5188879927,428.7323786341,329.7553843204,1
9.0924829011,55.3529851244,0.6923589225,3.3765578622,945.1616315053,354.5497126134,162.2559000877,1
8.0390237246,44.8204560593,0.6946409589,2.968440517,635.7729393347,205.8540107701,330.9844723969,1
9.1298794571,121.1432816088,0.7608513309,2.6895016512,179.5464522861,379.579531395,184.1736068972,1
8.3646924528,24.0493820631,0.2595764493,1.3030876349,891.2671953411,197.3586732874,278.6685847865,1
7.5779586413,106.6901608697,0.3230273458,9.0812726826,899.3063700406,230.1162473447,450.4804478452,1
9.492315347,127.3040363361,0.8448713478,3.241078625,619.032158972,126.9023655869,47.4589684108,1
9.4977852241,62.4631024254,0.748183912,8.2599854772,872.2209439065,499.0513189609,120.7482426284,1
7.5807016537,73.4548973393,0.1300806698,1.2018330025,424.3841444273,413.4953004301,283.0903456125,1
8.1255559784,105.0644607141,0.2320181803,1.1294330146,787.9180477928,349.4972339456,381.1513122505,1
7.5778760334,128.825551618,0.6195262,6.0705581564,662.1526433031,445.7732987473,293.4682532795,1
8.6619007598,148.7882904186,0.7567301671,4.9806442491,736.6573000296,255.6921886767,114.4377312418,1
8.6937037538,140.6636727548,0.92913952,4.0771475029,574.9097195995,184.6543594279,497.8155547494,1
9.4622358157,104.436160862,0.8044140597,7.4359014516,633.8423971355,121.3391987956,227.3821712763,1
8.8495726043,108.0791098049,0.3731226184,9.4752278799,250.6213290131,300.1437784862,345.4419882754,1
8.8942716118,104.3230643799,0.2752882135,2.4058591182,672.346294144,339.7208464558,89.6780051446,1
8.9102782911,79.1723589254,0.6677605916,8.5363037179,252.7555857192,107.6579471987,389.5512931979,1
8.7193948503,110.9531440509,0.838154975,8.2252984134,964.8281322359,314.3740315408,244.24781633,1
8.3037743998,39.9798355697,0.5726072329,3.4931127189,929.1767609917,333.2763217108,296.4200902541,1
8.2098493218,26.7586157571,0.0317437654,4.8100162974,176.1088402875,342.7387822161,440.4865028198,1
9.265829633,105.6759033172,0.2112318315,8.7669714822,897.4840917819,178.6614339812,368.7130428853,1
8.0730390979,124.3432406059,0.9972378999,1.270234048,907.6292792118,349.0522134395,486.6913095824,1
8.4300190351,130.1604309743,0.0623940686,4.0175114507,160.3148839761,490.1372533916,408.4869536359,1
9.2050948425,141.9354800864,0.0851034861,4.4703783326,163.9314001396,184.31724062,114.6828885188,1
8.4382144221,54.913081769,0.1009781068,2.5074198018,232.5480071969,489.2307191649,379.6462534592,1
9.4355229305,77.166263246,0.2783684817,8.1846387749,393.628526237,219.7533494821,116.2529961039,1
7.7593579564,53.3401979322,0.3553197485,7.0659478733,156.3083579975,184.2027758661,404.5118201458,1
7.7938438472,64.5438690479,0.8646589219,2.3943278003,174.4631520564,293.815198032,151.2097556393,1
8.626816729,124.4946357629,0.1371484882,6.226291761,554.9578843509,157.6315144053,311.9992427645,1
8.0472808357,83.4184614107,0.0822723243,5.1362565149,375.8171212385,428.9524844741,28.4893634987,1
8.3372145498,79.5960851371,0.7250060763,6.1685881758,700.4911034748,410.8197142607,431.1014868291,1
8.1277509934,89.9429516973,0.8401080784,9.9050601787,900.5673799394,248.5869050498,97.5832586093,1
8.4787850748,116.4133887387,0.4925690708,5.3486277698,854.4073789736,244.5615116269,429.8973374058,1
8.3136096019,62.6703037382,0.4539899112,7.8620226281,213.4018250776,178.5676863488,475.7224128315,1
7.8509832548,93.804551331,0.5793144667,5.4066201585,680.2707237191,191.930690319,276.3311338884,1
8.2443465105,106.0167437518,0.1412235434,6.1378967516,266.743319845,211.457225246,109.3549001618,1
7.8656755597,127.3424237029,0.2857075677,9.3441140368,972.9338728107,328.5041879748,71.5005613329,1
8.2490964868,123.7051942353,0.3673907287,1.7831549647,601.1064198354,438.0483405984,397.9631935718,1
7.8502462803,107.4593998736,0.2205042634,2.963867811,886.6645959747,199.8675810961,131.623673259,1
7.5013067815,133.1869744363,0.7925948132,6.6459604158,775.239187545,160.8194269698,229.1617972938,1
8.2024387747,32.1909484134,0.4861304852,9.2866568531,136.0532071456,216.5843653975,103.7704681029,1
7.9762933073,138.0964917443,0.4680690542,5.1966947165,784.5180782098,161.796881602,243.63267705,1
8.3599704282,97.5983897711,0.9995577033,7.9250400467,458.0791327157,431.0212209096,85.3541816562,1
7.5609273726,46.5782884204,0.3404115561,5.5952268171,653.6162264871,464.2422868858,254.9270047752,1
8.5025512893,26.531591277,0.0349115527,5.9604396572,494.3607519235,435.6721579921,80.3397923559,1
7.5499433242,78.3750398309,0.2374785568,1.44652936,752.1384581629,144.6371999829,304.1597500039,1
8.0620995003,42.5544865462,0.3797515229,8.213011986,452.8842192141,400.3078596844,62.7431483996,1
9.0455428393,50.8013322379,0.6773931299,6.0920339936,936.2302454905,254.9290071901,33.0825944172,1
7.5383109711,127.4916129265,0.5247356377,7.9771964665,310.9830400104,238.0334982053,15.0519361057,1
9.4229846491,106.8228278711,0.9332050878,3.3894676669,650.3172501031,371.3999873171,158.7748501288,1
9.19621847,143.130990177,0.8848551177,7.6516027835,349.7182117525,212.6464168423,481.680160223,1
7.5205689919,113.0864965215,0.7062461626,6.6042058685,991.0979614782,224.7517743055,169.9859318966,1
7.6578788059,77.5637577507,0.2610485262,4.0904803196,851.1146112301,474.193805411,92.8665360026,1
8.2450178631,140.721973075,0.0618084607,1.831244753,246.5118902856,338.0851336508,75.236135503,1
9.4361527629,78.0728885436,0.5015179604,3.2199275422,523.8642271913,364.7654530548,375.588568477,1
9.0077361654,95.1258446502,0.904359775,8.3566706258,781.3433032288,122.2422086722,3.4389811098,1
7.9248945544,106.2580672087,0.4111974889,4.6216563337,896.1281994067,458.2251392527,454.5876320268,1
8.127756153,109.8372556561,0.2716331813,2.7154884977,266.1692116126,236.8430483454,214.9788098899,1
9.1618983421,35.5858421515,0.7349258474,5.7830942277,359.1508084084,297.1278338131,149.9710348885,1
8.6921639105,76.3997099712,0.1644055291,2.049247671,592.0261138649,460.9652133144,171.9788432788,1
8.9660002144,105.6259761422,0.9315549143,8.3888291557,609.9447330149,362.8121992936,449.193233292,1
8.2990375692,62.4833117615,0.0108110836,8.4389596677,820.882630363,141.7818072401,288.4286905664,1
8.4279633963,35.4321824162,0.9805682271,2.9322629872,160.5107620815,337.9389518008,369.4333385665,1
7.5648868921,105.6332930345,0.532291876,1.9293850799,255.2714892517,327.1897189264,148.1788067566,1
9.3766314573,126.4362298329,0.9835672065,3.3370375506,972.7512695182,272.4935479166,173.7593976569,1
7.6006990539,26.8594835217,0.6920112559,5.1213609499,303.8694634325,345.5881225301,126.4290591251,1
8.6552635087,66.6971371077,0.8235522266,8.3862654469,529.6153583102,240.327643734,181.2798982795,1
9.1114290513,62.6633327637,0.2090593737,1.7621950769,520.023808796,292.8528395679,420.4543552015,1
7.9424773929,69.5288655769,0.8084057389,8.4126124967,446.1499683809,283.6496093147,151.6429454246,1
9.3651097568,35.4236895464,0.933749423,7.1547980665,578.4149374181,113.0636243138,237.798095911,1
8.31549621,40.9584455568,0.6564096035,9.7403581663,605.9699299581,385.9013105776,34.225226283,1
8.3353339916,35.1266030714,0.6127958355,9.4463394239,695.5999592245,130.7212193258,177.3331024925,1
8.6013267589,72.4170082973,0.8336440105,8.3320390424,650.6479180929,249.3831780531,127.6681868816,1
7.7117486364,66.1366988533,0.4131725172,7.0824063259,692.3438418678,128.0432558565,197.6296577156,1
7.8635577344,40.3856516912,0.8273021497,1.3772369504,477.2645883119,167.2814623066,439.6651078392,1
8.6140810266,50.079482729,0.5024272872,7.5833772373,962.3062080275,188.1784016982,443.0908860647,1
9.3686082283,139.1346707892,0.6354143569,6.6683858899,462.8895698654,400.9591529215,265.6470091755,1
8.8548761425,75.6995275003,0.731496464,8.4202436584,231.7926309425,433.1718862297,270.1482658952,1
9.1893318182,76.0692218243,0.3790404854,9.2355465927,326.0523407936,437.6849301145,242.0102862547,1
8.5281908851,60.1008765936,0.5730422006,3.9269007665,135.3424728175,208.7994421377,3.1895217033,1
9.4567095741,145.5471372766,0.3951552975,7.5553376891,411.2254885694,368.4372628344,402.715021523,1
9.3935124894,72.0275958605,0.783297983,3.3933560557,991.2990734143,110.3078395057,301.7644032506,1
8.8190119633,109.4459224196,0.1203875788,9.4467680513,263.0649511451,349.1013612959,111.3380395615,1
8.114432834,91.0396104247,0.4171934186,2.4420304088,253.8427621788,267.2579152651,378.6414891378,1
9.2959292937,30.9365960937,0.3931039076,1.9022100735,114.9332325693,364.6874730576,301.2247209833,1
7.8260382276,50.3956683021,0.0237077536,8.5145248512,977.2215364437,154.1838147179,115.7376068826,1
9.2368190479,140.4402937343,0.4196273828,1.4556022504,135.4526503235,329.5799464276,196.4475544466,1
7.5573048552,95.8228110006,0.0113025366,8.0863476233,375.789540433,116.1032012037,294.1761104916,1
8.2953688289,146.5940537364,0.5441986625,3.4771526293,738.4949781706,208.5968010171,452.1216457038,1
8.249443941,91.4829131609,0.0505731038,4.8350911416,849.1271856949,422.2595221453,112.1592794268,1
7.952158142,126.2496905877,0.9303984202,1.8582482915,505.0527754836,234.9817115857,435.3442277287,1
7.6670498294,47.4463725325,0.7524683376,1.4616446408,543.2818426429,276.8428138719,167.2005894944,1
8.2891446306,88.8922763009,0.1613673584,6.1479629046,824.88909637,404.0643719161,76.9499523469,1
7.7984989395,54.8626678068,0.3610747263,4.6761002327,711.72749515,122.6721728663,17.336352113,1
8.2838211259,110.6312799779,0.193435343,6.7735403313,333.8453241463,454.4344435254,447.8449721333,1
8.0945744086,49.8991880152,0.4113039721,3.1647842666,705.1454589625,430.4258738193,336.5460654556,1
9.1487008945,71.608981087,0.1563169707,7.6415585266,424.4270546274,368.5083300917,135.3219709909,1
7.6624592696,149.0356334134,0.1562015079,9.8957889457,979.5519393098,417.5272415632,329.711481041,1
8.6556141005,132.5932008991,0.2894395216,5.2091309124,657.4509724299,264.4761903478,213.7432270451,1
8.160569335,93.350136169,0.850574528,2.8137554021,940.9897348781,375.6350614993,411.63660634,1
8.6123813853,121.3371711851,0.0162003973,8.365423823,136.1249731768,455.9653505451,495.9813736193,1
8.0881349244,47.3414123172,0.7653633639,3.2772370683,879.006144855,141.137036863,62.9775981897,1
9.4583031102,107.5990567751,0.8468872244,3.9189643962,708.8353745685,337.6967309234,301.5750600615,1
8.8650649191,94.7966925068,0.4290623693,3.4833042494,791.7231978219,190.5089720013,346.1771530772,1
7.9666656453,101.2929220941,0.7470782671,2.9684250002,153.9489707752,152.3894971977,302.9984836355,1
9.1988928125,25.8495867606,0.734151259,4.0718678136,530.6755329276,471.5438199382,165.9857523679,1
8.4306738679,21.7787139189,0.08159872,3.3273243202,125.067016739,352.5501304193,213.1991784008,1
8.5962904055,42.7041341665,0.2959320294,6.9744202737,968.7724512674,120.1667094409,445.1921604276,1
8.6537624026,93.3095436782,0.5002785352,1.6245467731,180.8891665625,340.3648022636,170.4792857178,1
9.3345361332,72.8567698567,0.1432814587,7.4324695015,364.0180792969,310.1881229424,348.9163927526,1
9.3005282224,122.9848553242,0.6763610679,7.1166986416,951.3321796289,218.3296389986,0.5560470981,1
8.0439091188,48.3258793515,0.6618345851,6.7034043979,634.1152444343,106.4973772838,364.3890272253,1
8.147060825,106.4572785709,0.5565784285,4.0845783289,221.1186403937,137.7675590642,415.7591665561,1
9.3367950842,104.4724460794,0.1034341149,4.618244952,756.0452800946,411.928353604,59.1093111455,1
7.5000614377,112.5778159645,0.356596176,3.2903319846,111.6077228106,316.1197627046,425.575367713,1
9.4152632925,93.5468435797,0.5144613277,1.7655074694,593.9855213883,251.9916315862,303.5676404418,1
8.2774526958,51.2388860485,0.0949652752,3.8342660013,186.980350859,170.7587803296,493.6680792898,1
8.3882071138,89.1433296457,0.8736185287,9.9601201044,624.4430044102,424.9895284177,163.4705121683,1
8.1114879149,72.3514837293,0.6725072627,7.1397252033,383.7154911845,153.2839696547,316.1981282328,1
7.7566517244,95.2040260698,0.6934221281,7.3055034676,778.1248995936,449.1437686263,249.9794959824,1
8.9604983791,100.4924555976,0.1866399398,1.2312068038,356.0872471092,277.213482535,308.5529722143,1
9.199918661,45.5119431718,0.1255497899,9.6713195273,197.2401034388,291.3964280429,292.7818643967,1
8.5827488418,31.1841804143,0.057026914,1.9493508471,627.0289154854,317.7379550537,116.8703960184,1
8.7755482837,126.6087752672,0.0415789598,5.4831694919,720.3793708924,200.9247708279,153.8854526466,1
8.727275806,136.7315881477,0.8099244203,6.2481719719,757.1995459815,245.9289880831,320.4827640494,1
8.4323631823,44.6916977395,0.7017382739,6.0081817361,422.7594237582,464.5356760315,10.4670589134,1
8.1315463025,27.3945817111,0.7665273162,7.318967087,398.2169968627,370.2651608828,197.968613098,1
9.0125075828,79.0438761558,0.4122797278,9.4125692394,325.7911899016,148.1789359986,292.2715566297,1
9.4386436246,69.1190977845,0.0620367636,4.0537474058,555.3384888876,164.7692026529,329.0511090282,1
9.495498778,78.7261318776,0.3547285567,4.6063375015,203.6315605557,453.3094405705,207.4128277607,1
8.2745488228,105.759735481,0.4420334209,6.8341012193,155.3016611177,425.4893374889,470.2519764397,1
8.7975307723,144.0935707516,0.1514323144,5.2967457053,641.6260605509,332.6946589685,200.7308895445,1
8.1761688187,36.4871229316,0.3917424506,2.4639473359,760.929108843,183.5323741978,29.2826526423,1
8.6047322756,97.3798652535,0.8719130613,6.1928345118,410.9327683511,421.2047526105,270.1394465937,1
7.6585605693,93.5605728407,0.9080185454,4.5668136295,366.6932217098,157.3877828072,75.7227609677,1
8.3655429687,97.438377141,0.0806154052,9.4561173012,779.6202557007,334.6495673135,414.2193354695,1
7.6603735136,81.9890541053,0.6300931269,8.4578761551,805.1226040443,210.8276998854,470.4400847796,1
7.7486916829,133.7673704208,0.9709402496,2.594381709,749.8594577834,116.1142075112,202.7114125696,1
8.5325665984,95.4838793683,0.9359372482,7.0502561856,533.1501560973,423.8700145064,475.2664104772,1
7.5441322974,147.7277653933,0.0861321391,8.3294810134,352.3012772963,152.8718631015,219.9278198569,1
8.7879131589,69.5237398531,0.0545654083,6.3951502569,912.1629484996,253.2861463789,108.1663888154,1
8.3851546919,26.2871524363,0.8204875845,8.4370672986,629.2004170867,241.2411555754,399.8916822229,1
8.6093740496,127.3712001115,0.6314587926,8.0596492589,638.706693896,265.6564272863,478.9729299631,1
8.5822276498,98.6616374103,0.2204876394,6.6308571048,614.4468845347,173.9353591788,29.7935486766,1
8.7087186394,119.2799950155,0.5234013709,3.0409536279,699.8697790237,132.0422906438,220.916852401,1
7.8267335168,43.9796766378,0.2022939492,4.4803635134,146.0351850584,259.1173763716,255.8537235574,1
8.4665885699,69.7619330524,0.8391466081,2.3079402318,555.1270694032,124.8165667826,35.577839439,1
8.6477316994,93.5823952354,0.8780335128,6.0208630809,963.8119183644,119.47793936,49.0038423904,1
7.5881317231,44.0859905434,0.5412701109,6.8101496328,141.0266421538,478.3883559382,421.0826883252,1
8.0932249643,30.0343789294,0.1698870732,2.1424997238,210.9554013691,307.4246754663,122.9237212467,1
8.2162794331,148.63569334,0.6843142489,9.5408260034,228.3008995298,252.855789933,277.3659016412,1
7.6535161238,20.5443676716,0.6704343338,6.7763756512,469.7099289997,295.8576304128,207.721500296,1
7.5480100897,63.5983088083,0.1770822554,1.8858177019,961.0483905004,339.7438900169,364.3281421183,1
8.1307274865,71.1091268342,0.2369239939,1.8726910387,261.1284736974,419.0056181186,338.7729025919,1
8.593857752,81.7616834727,0.9224342837,1.65461453,352.5407319141,239.9751414283,391.2129061064,1
9.4850292403,51.2871669184,0.8743073341,8.4756048439,302.1916578776,259.7330320797,204.8364346463,1
9.4564413371,43.5159471793,0.7991579711,4.0077344276,757.7833111985,268.0044017183,289.1798815583,1
9.1652235467,124.5415234479,0.8664231835,1.5365559281,722.8454977358,155.9949506887,207.9092840092,1
8.5971768301,72.3561330171,0.5196116758,9.9687367792,221.6955823416,370.1824181346,198.0004831928,1
7.7660195978,40.6357792387,0.9492731062,8.9164134704,916.3377643735,496.613110331,104.1576950043,1
8.2108786747,106.9984738902,0.4838025399,4.7655058004,422.030124402,337.5122527774,287.79671432,1
7.8229156681,81.3261788774,0.5534717762,6.1325824486,289.0964736211,396.9085569009,12.5995474105,1
8.2096637111,121.4276443096,0.5638929211,3.3504618926,725.4578074087,326.9563776624,398.1218047282,1
8.9700503724,99.3140298647,0.4881776753,2.198639131,335.1997160968,267.6397891668,299.6496435032,1
8.5274157104,57.4639883747,0.0064643578,5.4661529971,357.063389706,393.8433202842,11.9731326352,1
8.6696556226,142.3916508758,0.1744092671,5.2448454168,182.2797926354,350.2727649045,275.2658402981,1
8.3147310484,87.7790127916,0.8965746585,2.7666487208,120.3080605348,444.6659538796,288.558541194,1
9.2813169109,97.6028790437,0.81016109,4.8670602702,774.8739381594,465.2165867559,286.0614818611,1
7.8615703011,54.9436899539,0.1986445769,3.2217132484,375.7739044159,322.0535147013,293.9958147319,1
8.3529994945,100.0047013767,0.0815749256,1.7900941335,254.6465143219,307.2309992161,106.9973393492,1
8.066568807,72.0406687025,0.811866124,1.1247592232,684.440938213,367.5506124163,399.3278901783,1
9.3655058781,22.6179203634,0.1537837055,8.9755416465,512.6667059683,325.8362555734,331.5136018616,1
8.858133209,141.1262524311,0.9969494174,7.4814171484,358.4990882846,451.9009609177,24.6104572704,1
7.9621617057,136.6601432703,0.2561915144,2.9858595366,224.3127638262,443.6447030588,250.0291295955,1
8.8497864061,51.0786299298,0.758040421,7.8400499047,381.3382224175,264.2730532041,104.8451387151,1
9.4531220466,103.9283350176,0.9345438807,3.7304698927,803.7018216972,406.3434575539,345.8278259333,1
9.4312779505,71.1621936938,0.1307173236,7.0453797332,756.3788204295,330.0242293835,103.4089465667,1
8.5089118833,60.584665754,0.4274665282,6.8069671826,770.6932684218,192.8898763605,202.6626803235,1
8.038323142,45.822109802,0.78338722,9.1832742499,433.2089671161,400.5115697495,448.4976446822,1
9.1922484211,43.7657405101,0.9562918815,4.3900879639,405.3165950565,124.9725309111,243.0868270524,1
7.7180272313,52.3101767206,0.3169426218,8.2794369114,887.9397853563,220.9865269846,429.3490606223,1
9.2144618747,119.40462355,0.146695114,7.2129056221,950.5216581225,373.0161915069,165.8084245539,1
8.5011586349,103.9442556356,0.5105704087,2.0795764756,380.8576401868,420.9584122215,430.7090230478,1
7.7746000654,143.8102778118,0.3288226178,6.9608236486,776.642631361,424.7784938552,472.874851113,1
8.1258390961,131.6058390917,0.1316869034,7.3453681572,767.7799565626,371.0892964805,126.1573680676,1
9.246086294,41.9516002382,0.0536347915,7.4571849155,527.9281437095,439.6392079835,191.6985705291,1
7.836557177,128.7374850211,0.5489096316,2.7027621315,748.3455987278,304.4454553958,302.1564911202,1
8.4217966764,127.7321678963,0.8295627157,7.3844993964,194.8612396568,435.5415447616,335.5064902665,1
8.894048332,67.1877692525,0.8792795562,7.5283444021,201.3314198763,263.1112137625,443.1901809801,1
7.5943934034,144.9841605535,0.6791625683,6.6823837988,343.5033308392,199.5167154957,471.0291097443,1
8.0965449085,120.8156885735,0.3931217982,2.2532866371,109.6437679258,317.7029348061,487.8894092745,1
8.2382723876,66.4350034191,0.3440916178,5.6848945357,496.5983950819,451.9658506908,252.7603958617,1
8.5155156764,37.9883073137,0.9827395409,3.2497560178,166.0276607136,365.2584995901,297.6831850784,1
8.330291308,74.8849904045,0.785063921,2.7614137609,838.2279870504,359.498845558,209.4848868898,1
8.4160572332,53.3641369342,0.7521143327,5.6158726807,388.7690884749,338.4200463044,497.8672260257,1
8.3705245593,139.6898821012,0.3450168399,1.4925943623,283.8178957316,267.4780573311,109.8174642973,1
7.5004540764,138.9501999072,0.8438794112,7.6806300834,251.0331360814,148.145430484,33.8023747362,1
8.9480583775,140.7450348894,0.4305358209,2.072266048,561.1535386589,239.5327629835,187.412462175,1
8.7426612483,113.4333547241,0.1106035989,1.3203120773,994.8972724171,193.0913395662,26.9152624542,1
7.8797506582,25.0645200253,0.3918108946,8.2216160601,407.1200047819,277.6733627513,337.7933867837,1
8.5177881401,131.9879391828,0.866035675,1.0891962594,800.2416758349,284.2934400967,494.4202706518,1
8.4664641518,148.2964729005,0.7545693612,3.2374439615,584.5554813583,496.8542557914,428.765303876,1
7.6947337876,111.8283595853,0.3455795859,1.0628403569,463.1328721243,193.90176869,409.4346352602,1
8.1746612177,127.578080214,0.0005979388,3.7703723502,317.048692877,193.4269444274,34.0933098827,1
7.8742485408,92.2214440851,0.2913610728,4.756553041,439.1801923125,450.36197,452.6494995053,1
8.4859139433,62.920273541,0.106800704,9.5806259144,154.2042504103,219.0601110273,149.033100585,1
8.1408025723,41.3572896254,0.7831614309,2.1024807577,671.4159932378,149.5384106823,35.2678187965,1
9.3188590074,44.7167396214,0.8212501546,5.90167784,170.0708676479,482.1792765752,123.4805834959,1
9.2192906907,41.945300752,0.8539428821,1.1190593161,560.6024109125,407.7770317686,467.3977587464,1
9.3184042724,126.5512330412,0.8881913497,2.7929771725,355.7658661406,215.5874099684,188.5269655009,1
8.2866413408,90.7921922051,0.1598797634,7.2212199741,250.8098853741,224.1233928418,251.6725653031,1
9.092881123,116.131000321,0.6455343564,2.4019593452,592.340811054,134.97860072,188.6815883983,1
8.3270330606,25.1754871279,0.2739880995,9.6008452054,958.2693470467,240.930821701,21.5500544742,1
7.8581898787,70.9883131464,0.947779698,2.2707915718,787.1642593014,143.4730157499,490.6287886956,1
8.2632329982,120.7804900569,0.3425910828,6.6490198944,272.814476266,158.4084077188,469.0320697841,1
9.3352945558,135.3709622277,0.6254334502,8.2744139009,162.1332432202,233.9156167563,156.8515623786,1
8.7712906439,66.2745105512,0.1485067816,6.3682036787,832.9455286022,252.849397784,66.1343575492,1
7.8933763946,50.872829672,0.299897593,6.7851556346,640.8509360839,378.4319446268,181.2509922658,1
9.1479953038,46.5313959502,0.4690407475,8.2084484939,262.1427829594,143.9452454963,441.841983844,1
8.1858593255,108.9031162382,0.0253486043,7.2104219957,384.4911803923,122.296341435,304.9063807741,1
7.9816076321,70.2849414667,0.0805808123,2.3244692599,368.1795119463,135.9038002241,455.4131323432,1
7.5120940864,82.9018284524,0.1232474581,3.7691118053,933.4536038364,164.6778213096,482.9161598592,1
7.911588754,116.4035941007,0.5466772649,8.9603085484,598.5939299528,313.8236876625,97.7290001842,1
7.8324587241,139.143589645,0.3278381989,4.3487402947,783.8412925856,235.5293929691,476.0312233195,1
8.975855538,97.6658015345,0.8808951605,1.4464531751,331.3564229703,286.0145336884,113.4892697358,1
8.9878103746,139.497044037,0.4237701199,4.079193401,965.3956589238,277.940973131,244.5242002246,1
8.2032997447,138.2413014916,0.5689554833,7.8595712846,830.6260465158,236.7396167669,216.8471656602,1
9.1969435488,67.2231957179,0.7939351335,9.4689309032,660.8893357612,396.6509149808,402.5486560206,1
9.1900792978,71.3569339214,0.0512634592,4.6168864411,706.3806068057,280.1401543123,374.4815754302,1
8.2139648589,102.5167383435,0.1864198049,7.7443249298,591.1263719317,181.6257554186,145.9555867489,1
8.9972174172,82.738160636,0.2160314404,9.7054407133,743.6125178352,482.8539330159,213.5525226802,1
8.4502006814,136.7341781041,0.5250493402,7.3655102072,326.955589746,278.6905874811,61.7249329052,1
7.9119600718,20.1226439848,0.0392650516,9.7955544086,318.1183256231,365.3242838016,419.5498493998,1
8.6013209185,39.9087850109,0.7281164373,6.4022626909,758.1255304126,407.8986491428,487.7051838424,1
8.6471265601,64.4133446498,0.6484645569,1.6159663832,907.6575864894,147.7524045353,163.9214189429,1
9.1314907613,97.650609183,0.3936355203,5.2609209344,869.092653882,236.001754424,434.8248424061,1
7.676268862,120.9837968371,0.8475476331,2.6363588755,487.311879135,166.1999098655,353.3020644971,1
8.5706955361,102.5920350721,0.196486967,2.9057127585,137.3475929589,228.8270140783,279.8723306668,1
9.215869828,106.7005681696,0.4353963234,9.5780810295,747.3206805182,472.066081145,263.7939866361,1
8.0178085496,26.8674692274,0.7260848515,2.091726982,372.4976154448,312.9883631536,282.2082938899,1
8.701166394,41.6131929455,0.3797374048,6.5547480441,972.8369781704,391.0524550799,461.301878547,1
9.0244241166,96.923205956,0.1920233691,7.000170867,661.0416093639,340.9876681829,244.8929339941,1
8.557313208,63.4775285254,0.5193126926,2.7780031511,824.6569576243,174.3107818795,42.4831449447,1
8.3724920527,105.5799671358,0.4377168249,3.4907871876,602.3540655014,238.8009341649,466.4338450633,1
9.3452902792,85.3083365964,0.327883994,7.6341917256,133.0416491348,289.9076024175,168.1616971352,1
9.3410717702,21.5603935454,0.5528148757,7.6659722296,536.5161887716,134.1612120651,486.230695014,1
8.5360208628,99.8442117615,0.2366097827,5.351482766,486.2345427625,129.9583368008,53.0801767737,1
9.1749450392,51.1765937869,0.1949582715,5.5442030613,791.8724182263,124.7786074316,288.4039598191,1
7.7384208857,24.7399366073,0.0527439522,8.5074769739,206.1752352653,118.0605457649,218.9499435715,1
9.1879869439,54.1130889436,0.4217126175,1.3593027931,504.1706627214,331.0452322549,285.4535268761,1
8.1648533843,61.0193134862,0.1066236189,4.3011848858,189.5452019857,406.6383778848,483.1371488741,1
9.4401489133,132.4592429188,0.6007921493,7.3077912752,356.6852224124,352.308168069,227.8247747199,1
8.4640346796,118.5109528488,0.2819183556,3.8623565053,932.1776120158,122.4897179404,242.8171492067,1
9.3256016008,99.3471910164,0.5464070742,3.2476976131,408.947940158,440.8193663219,279.6090658842,1
8.5294843875,32.9453627602,0.0160281565,9.6731666982,439.2875505582,341.2852248398,39.8575365936,1
8.8662285714,141.2336721318,0.575665253,2.1350379014,623.5493747261,406.5388852419,203.208268287,1
9.2596754959,104.3287839365,0.8992489183,6.6115478012,218.1591748043,223.8766844421,100.8974741262,1
9.3176529954,118.8520087474,0.6763983689,3.7086968767,265.6402948452,402.5804351956,237.0789729395,1
7.9515791043,100.1608571615,0.0403338521,3.9355322872,521.701295132,159.1833336438,492.3272387954,1
7.9181947292,36.9459069056,0.2035348739,7.9215501984,482.9550933447,326.166375901,10.5045784932,1
7.5688626171,77.9573214775,0.8166552432,8.9671499084,178.0359108361,315.3452408404,456.6148431396,1
